apprehension_date,Apprehension Method
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP State Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,Probation and Parole
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,Non-Custodial Arrest
7/28/17,ERO Reprocessed Arrest
7/28/17,Non-Custodial Arrest
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,287(g) Program
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Located
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,ERO Reprocessed Arrest
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP State Incarceration
7/28/17,CAP Local Incarceration
7/28/17,ERO Reprocessed Arrest
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP State Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,287(g) Program
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Probation and Parole
7/28/17,CAP Federal Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,287(g) Program
7/28/17,Located
7/28/17,287(g) Program
7/28/17,CAP Local Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,Located
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Located
7/28/17,Located
7/28/17,Located
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP State Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Other efforts
7/28/17,Located
7/28/17,287(g) Program
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Located
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,ERO Reprocessed Arrest
7/28/17,Located
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,287(g) Program
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Located
7/28/17,CAP Local Incarceration
7/28/17,CAP State Incarceration
7/28/17,Located
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP State Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,CAP Local Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,Non-Custodial Arrest
7/28/17,CAP Local Incarceration
7/28/17,Located
7/28/17,287(g) Program
7/28/17,CAP Local Incarceration
7/28/17,287(g) Program
7/28/17,ERO Reprocessed Arrest
7/28/17,Non-Custodial Arrest
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,287(g) Program
7/28/17,CAP Local Incarceration
7/28/17,Other efforts
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,Located
7/28/17,Non-Custodial Arrest
7/28/17,CAP Federal Incarceration
7/28/17,CAP State Incarceration
7/28/17,Located
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,Located
7/28/17,Non-Custodial Arrest
7/28/17,CAP Local Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,ERO Reprocessed Arrest
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,287(g) Program
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Located
7/28/17,Located
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Located
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,287(g) Program
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP State Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,ERO Reprocessed Arrest
7/28/17,Non-Custodial Arrest
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Located
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,287(g) Program
7/28/17,CAP State Incarceration
7/28/17,Located
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,287(g) Program
7/28/17,CAP Local Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Located
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,Probation and Parole
7/28/17,CAP Local Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,Located
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,287(g) Program
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,287(g) Program
7/28/17,Other Agency (turned over to INS)
7/28/17,287(g) Program
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP State Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Other efforts
7/28/17,Non-Custodial Arrest
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,CAP State Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Located
7/28/17,CAP State Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,CAP Federal Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,287(g) Program
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Located
7/28/17,ERO Reprocessed Arrest
7/28/17,Located
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Located
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Located
7/28/17,CAP Local Incarceration
7/28/17,Located
7/28/17,Located
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Probation and Parole
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,ERO Reprocessed Arrest
7/28/17,CAP Federal Incarceration
7/28/17,CAP State Incarceration
7/28/17,CAP State Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,Located
7/28/17,CAP State Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,287(g) Program
7/28/17,Located
7/28/17,CAP Federal Incarceration
7/28/17,287(g) Program
7/28/17,CAP Federal Incarceration
7/28/17,287(g) Program
7/28/17,CAP Federal Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Other efforts
7/28/17,Non-Custodial Arrest
7/28/17,CAP Local Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,287(g) Program
7/28/17,CAP Local Incarceration
7/28/17,287(g) Program
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,287(g) Program
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Law Enforcement Agency Response Unit
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,Located
7/28/17,CAP State Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,287(g) Program
7/28/17,Located
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP State Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,Located
7/28/17,Located
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,CAP Federal Incarceration
7/28/17,Located
7/28/17,Boat Patrol
7/28/17,Non-Custodial Arrest
7/28/17,Non-Custodial Arrest
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,Located
7/28/17,287(g) Program
7/28/17,Non-Custodial Arrest
7/28/17,CAP Local Incarceration
7/28/17,287(g) Program
7/28/17,CAP Local Incarceration
7/28/17,287(g) Program
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,287(g) Program
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Located
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,Non-Custodial Arrest
7/28/17,Non-Custodial Arrest
7/28/17,Located
7/28/17,Located
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP State Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,CAP Local Incarceration
7/28/17,CAP State Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Located
7/28/17,Non-Custodial Arrest
7/28/17,CAP State Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP State Incarceration
7/28/17,CAP State Incarceration
7/28/17,Law Enforcement Agency Response Unit
7/28/17,Located
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Federal Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,Non-Custodial Arrest
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,287(g) Program
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/28/17,CAP Local Incarceration
7/27/17,Probation and Parole
7/27/17,CAP State Incarceration
7/27/17,CAP Local Incarceration
7/27/17,Located
7/27/17,CAP Local Incarceration
7/27/17,CAP Local Incarceration
7/27/17,CAP Local Incarceration
7/27/17,Non-Custodial Arrest
7/27/17,CAP Local Incarceration
7/27/17,CAP Local Incarceration
7/27/17,CAP Local Incarceration
7/27/17,CAP Local Incarceration
7/27/17,CAP Local Incarceration
7/27/17,Located
7/27/17,CAP Local Incarceration
7/27/17,Non-Custodial Arrest
7/27/17,CAP Local Incarceration
7/27/17,CAP Local Incarceration
7/27/17,CAP Federal Incarceration
7/27/17,Located
7/27/17,CAP Local Incarceration
7/27/17,287(g) Program
7/27/17,Non-Custodial Arrest
7/27/17,CAP Local Incarceration
7/27/17,287(g) Program
7/27/17,Non-Custodial Arrest
7/27/17,CAP Local Incarceration
7/27/17,CAP Local Incarceration
7/27/17,CAP Local Incarceration
7/27/17,CAP Local Incarceration
7/27/17,CAP Local Incarceration
7/27/17,287(g) Program
7/27/17,CAP Local Incarceration
7/27/17,CAP Local Incarceration
7/27/17,Probation and Parole
7/27/17,CAP Federal Incarceration
7/27/17,Non-Custodial Arrest
7/27/17,287(g) Program
7/27/17,Non-Custodial Arrest
7/27/17,CAP Local Incarceration
7/27/17,Other efforts
7/27/17,Non-Custodial Arrest
7/27/17,Located
7/27/17,CAP State Incarceration
7/27/17,Located
7/27/17,Located
7/27/17,CAP Federal Incarceration
7/27/17,Located
7/27/17,CAP Local Incarceration
7/27/17,CAP Local Incarceration
7/27/17,Probation and Parole
7/27/17,CAP Local Incarceration
7/27/17,Non-Custodial Arrest
7/27/17,Located
7/27/17,Located
7/27/17,287(g) Program
7/27/17,Located
7/27/17,ERO Reprocessed Arrest
7/27/17,Located
7/27/17,CAP Local Incarceration
7/27/17,CAP State Incarceration
7/27/17,Non-Custodial Arrest
7/27/17,CAP Local Incarceration
7/27/17,CAP Federal Incarceration
7/27/17,CAP Local Incarceration
7/27/17,287(g) Program
7/27/17,Non-Custodial Arrest
7/27/17,CAP Local Incarceration
7/27/17,CAP Local Incarceration
7/27/17,CAP Federal Incarceration
7/27/17,Probation and Parole
7/27/17,CAP Federal Incarceration
7/27/17,Non-Custodial Arrest
7/27/17,Located
7/27/17,CAP Local Incarceration
7/27/17,CAP Local Incarceration
7/27/17,Non-Custodial Arrest
7/27/17,Non-Custodial Arrest
7/27/17,CAP Local Incarceration
7/27/17,CAP Local Incarceration
7/27/17,Probation and Parole
7/27/17,CAP State Incarceration
7/27/17,Located
7/27/17,CAP Local Incarceration
7/27/17,CAP Local Incarceration
7/27/17,Non-Custodial Arrest
7/27/17,CAP Federal Incarceration
7/27/17,CAP Local Incarceration
7/27/17,CAP Federal Incarceration
7/27/17,CAP Local Incarceration
7/27/17,Non-Custodial Arrest
7/27/17,CAP State Incarceration
7/27/17,CAP Local Incarceration
7/27/17,Located
7/27/17,CAP Local Incarceration
7/27/17,ERO Reprocessed Arrest
7/27/17,Non-Custodial Arrest
7/27/17,CAP Federal Incarceration
7/27/17,CAP Local Incarceration
7/27/17,CAP Local Incarceration
7/27/17,Located
7/27/17,Located
7/27/17,CAP State Incarceration
7/27/17,Other efforts
7/27/17,CAP Local Incarceration
7/27/17,CAP Local Incarceration
7/27/17,Non-Custodial Arrest
7/27/17,Non-Custodial Arrest
7/27/17,CAP Local Incarceration
7/27/17,CAP Local Incarceration
7/27/17,Non-Custodial Arrest
7/27/17,Non-Custodial Arrest
7/27/17,Non-Custodial Arrest
7/27/17,CAP State Incarceration
7/27/17,Located
7/27/17,Non-Custodial Arrest
7/27/17,CAP Local Incarceration
7/27/17,CAP Local Incarceration
7/27/17,CAP Federal Incarceration
7/27/17,Other Agency (turned over to INS)
7/27/17,CAP Federal Incarceration
7/27/17,CAP Federal Incarceration
7/27/17,CAP Local Incarceration
7/27/17,CAP Federal Incarceration
7/27/17,Located
7/27/17,Non-Custodial Arrest
7/27/17,287(g) Program
7/27/17,CAP Federal Incarceration
7/27/17,CAP State Incarceration
7/27/17,Located
7/27/17,Located
7/27/17,CAP Local Incarceration
7/27/17,CAP Local Incarceration
7/27/17,CAP Local Incarceration
7/27/17,CAP Local Incarceration
7/27/17,CAP Local Incarceration
